show_id,type,title,director,cast,date_added,release_year,rating,duration,listed_in,plataforma,age_category,genres
s1,Movie,Duck the Halls: A Mickey Mouse Christmas Special,"Alonso Ramirez Ramos, Dave Wasson","Chris Diamantopoulos, Tony Anselmo, Tress MacNeille, Bill Farmer, Russi Taylor, Corey Burton",2021-11-26,2016,TV-G,23 min,"Animation, Family",disney,Para todas las edades / niños pequeños,"['Animation', ' Family']"
s2,Movie,Ernest Saves Christmas,John Cherry,"Jim Varney, Noelle Parker, Douglas Seale",2021-11-26,1988,PG,91 min,Comedy,disney,Para niños mayores,['Comedy']
s3,Movie,Ice Age: A Mammoth Christmas,Karen Disher,"Raymond Albert Romano, John Leguizamo, Denis Leary, Queen Latifah",2021-11-26,2011,TV-G,23 min,"Animation, Comedy, Family",disney,Para todas las edades / niños pequeños,"['Animation', ' Comedy', ' Family']"
s4,Movie,The Queen Family Singalong,Hamish Hamilton,"Darren Criss, Adam Lambert, Derek Hough, Alexander Jean, Fall Out Boy, Jimmie Allen",2021-11-26,2021,TV-PG,41 min,Musical,disney,Para niños mayores,['Musical']
s5,TV Show,The Beatles: Get Back,Desconocido,"John Lennon, Paul McCartney, George Harrison, Ringo Starr",2021-11-25,2021,Desconocido,1 Season,"Docuseries, Historical, Music",disney,Desconocido,"['Docuseries', ' Historical', ' Music']"
s6,Movie,Becoming Cousteau,Liz Garbus,"Jacques Yves Cousteau, Vincent Cassel",2021-11-24,2021,PG-13,94 min,"Biographical, Documentary",disney,Para adolescentes,"['Biographical', ' Documentary']"
s7,TV Show,Hawkeye,Desconocido,"Jeremy Renner, Hailee Steinfeld, Vera Farmiga, Fra Fee, Tony Dalton, Zahn McClarnon",2021-11-24,2021,TV-14,1 Season,"Action-Adventure, Superhero",disney,Para adolescentes,"['Action-Adventure', ' Superhero']"
s8,TV Show,Port Protection Alaska,Desconocido,"Gary Muehlberger, Mary Miller, Curly Leach, Sam Carlson, Stuart Andrews, David Squibb",2021-11-24,2015,TV-14,2 Seasons,"Docuseries, Reality, Survival",disney,Para adolescentes,"['Docuseries', ' Reality', ' Survival']"
s9,TV Show,Secrets of the Zoo: Tampa,Desconocido,"Dr. Ray Ball, Dr. Lauren Smith, Chris Massaro, Tiffany Burns, Mike Burns, Melinda Mendolusky",2021-11-24,2019,TV-PG,2 Seasons,"Animals & Nature, Docuseries, Family",disney,Para niños mayores,"['Animals & Nature', ' Docuseries', ' Family']"
s10,Movie,A Muppets Christmas: Letters To Santa,Kirk R. Thatcher,"Steve Whitmire, Dave Goelz, Bill Barretta, Eric Jacobson",2021-11-19,2008,G,45 min,"Comedy, Family, Musical",disney,Para todas las edades / niños pequeños,"['Comedy', ' Family', ' Musical']"
s11,Movie,Adventure Thru the Walt Disney Archives,John Gleim,"Don Hahn, Kathryn Beaumont, Pete Docter, Kevin Feige, Mark Hamill, Bob Iger",2021-11-19,2020,TV-PG,59 min,Documentary,disney,Para niños mayores,['Documentary']
s12,Movie,Puppy for Hanukkah,Desconocido,No Disponible,2021-11-19,2020,TV-G,4 min,"Comedy, Family, Music",disney,Para todas las edades / niños pequeños,"['Comedy', ' Family', ' Music']"
s13,Movie,The Pixar Story,Leslie Iwerks,"Stacy Keach, John Lasseter, Brad Bird, John Musker, Ron Clements, Frank Thomas",2021-11-19,2007,G,91 min,"Documentary, Family",disney,Para todas las edades / niños pequeños,"['Documentary', ' Family']"
s14,TV Show,"Dr. Oakley, Yukon Vet",Desconocido,"Dr. Michelle Oakley, Zachary Fine",2021-11-17,2013,TV-PG,10 Seasons,"Action-Adventure, Animals & Nature, Docuseries",disney,Para niños mayores,"['Action-Adventure', ' Animals & Nature', ' Docuseries']"
s15,Movie,America the Beautiful,Desconocido,Michael B. Jordan,2021-11-12,2021,TV-PG,2 min,Animals & Nature,disney,Para niños mayores,['Animals & Nature']
s16,Movie,Baymax!,Desconocido,No Disponible,2021-11-12,2021,TV-G,1 min,Animation,disney,Para todas las edades / niños pequeños,['Animation']
s17,Movie,Ciao Alberto,McKenna Harris,"Jack Dylan Grazer, Marco Barricelli",2021-11-12,2021,TV-PG,8 min,"Animation, Comedy, Family",disney,Para niños mayores,"['Animation', ' Comedy', ' Family']"
s18,TV Show,Disney Fancy Nancy,Desconocido,"Mia Jenness, Alyson Hannigan, Rob Riggle, Spencer Moss, Dana Heath",2021-11-12,2018,TV-PG,3 Seasons,"Animation, Kids",disney,Para niños mayores,"['Animation', ' Kids']"
s19,TV Show,Disney Intertwined,Desconocido,"Carolina Domenech, JosÃ© JimÃ©nez Zapiola, Kevsho, Elena Roger, Clara Alonso, Emilia Mernes",2021-11-12,2021,TV-PG,1 Season,"Comedy, Coming of Age, Drama",disney,Para niños mayores,"['Comedy', ' Coming of Age', ' Drama']"
s20,Movie,Enchanted,Kevin Lima,"Amy Adams, Patrick Dempsey, James Marsden, Timothy Spall, Idina Menzel, Susan Sarandon",2021-11-12,2007,PG,110 min,"Comedy, Family, Fantasy",disney,Para niños mayores,"['Comedy', ' Family', ' Fantasy']"
s21,Movie,Feast,Patrick Osborne,"Stephen Apostolina, Kirk Baily, Ben Bledsoe, David Cowgill, Terri Douglas, Fuschia!",2021-11-12,2014,G,8 min,"Animation, Comedy, Drama",disney,Para todas las edades / niños pequeños,"['Animation', ' Comedy', ' Drama']"
s22,Movie,Frozen Fever,"Chris Buck, Jennifer Lee","Kristen Bell, Idina Menzel, Jonathan Groff, Josh Gad, Santino Fontana, Chris Williams",2021-11-12,2015,G,11 min,"Animation, Family, Fantasy",disney,Para todas las edades / niños pequeños,"['Animation', ' Family', ' Fantasy']"
s23,Movie,Get a Horse!,Lauren MacMullan,"Walt Disney, Marcellite Garner, Russi Taylor, Billy Bletcher, Will Ryan, Bob Bergen",2021-11-12,2013,G,7 min,"Action-Adventure, Animation, Comedy",disney,Para todas las edades / niños pequeños,"['Action-Adventure', ' Animation', ' Comedy']"
s24,Movie,Home Sweet Home Alone,Dan Mazer,"Ellie Kemper, Rob Delaney, Archie Yates, Aisling Bea, Kenan Thompson, Tim Simons",2021-11-12,2021,PG,95 min,"Comedy, Family",disney,Para niños mayores,"['Comedy', ' Family']"
s25,Movie,Jungle Cruise,Jaume Collet-Serra,"Dwayne Johnson, Emily Blunt, Edgar Ramirez, Jack Whitehall, Jesse Plemons, Paul Giamatti",2021-11-12,2021,PG-13,129 min,"Action-Adventure, Comedy, Family",disney,Para adolescentes,"['Action-Adventure', ' Comedy', ' Family']"
s26,Movie,Limitless with Chris Hemsworth,Desconocido,Chris Hemsworth,2021-11-12,2021,TV-14,2 min,Lifestyle,disney,Para adolescentes,['Lifestyle']
s27,Movie,Marvel Studiosâ 2021 Disney+ Day Special,Desconocido,No Disponible,2021-11-12,2021,TV-PG,14 min,Movies,disney,Para niños mayores,['Movies']
s28,Movie,Obi-Wan Kenobi,Desconocido,No Disponible,2021-11-12,2021,TV-PG,1 min,"Action-Adventure, Science Fiction",disney,Para niños mayores,"['Action-Adventure', ' Science Fiction']"
s29,TV Show,Olaf Presents,Desconocido,Josh Gad,2021-11-12,2021,TV-PG,1 Season,"Animation, Family",disney,Para niños mayores,"['Animation', ' Family']"
s30,Movie,Paperman,John Kahrs,"John Kahrs, Kari Wahlgren",2021-11-12,2012,G,7 min,"Animation, Comedy, Family",disney,Para todas las edades / niños pequeños,"['Animation', ' Comedy', ' Family']"
s31,Movie,Pixar 2021 Disney+ Day Special,Desconocido,"Pete Docter, Larry the Cable Guy, Jack Dylan Grazer, Domee Shi, Angus MacLane",2021-11-12,2021,G,5 min,Movies,disney,Para todas las edades / niños pequeños,['Movies']
s32,Movie,Shang-Chi and The Legend of The Ten Rings,Destin Daniel Cretton,"Simu Liu, Awkwafina, Tony Leung, Michelle Yeoh, Meng'er Zhang, Ben Kingsley",2021-11-12,2021,PG-13,134 min,"Action-Adventure, Fantasy, Superhero",disney,Para adolescentes,"['Action-Adventure', ' Fantasy', ' Superhero']"
s33,Movie,Spin,Manjari Makijany,"Avantika, Michael Bishop, Anna Cathcart, Jahbril Cook, Kerri Medders, Aryan Simhadri",2021-11-12,2021,TV-G,94 min,"Coming of Age, Music",disney,Para todas las edades / niños pequeños,"['Coming of Age', ' Music']"
s34,Movie,Tangled Ever After,"Nathan Greno, Byron Howard","Mandy Moore, Zachary Levi, Alan Dale, Paul F. Tompkins, Kari Wahlgren, Mark Allen Stewart",2021-11-12,2012,G,9 min,"Animation, Family",disney,Para todas las edades / niños pequeños,"['Animation', ' Family']"
s35,Movie,The Ballad of Nessie,"Stevie Wermers-Skelton, Kevin Deters",Billy Connolly,2021-11-12,2011,G,8 min,"Animation, Family, Fantasy",disney,Para todas las edades / niños pequeños,"['Animation', ' Family', ' Fantasy']"
s36,Movie,The Little Matchgirl,Roger Allers,No Disponible,2021-11-12,2006,G,7 min,"Animation, Drama",disney,Para todas las edades / niños pequeños,"['Animation', ' Drama']"
s37,Movie,The Making of Happier Than Ever: A Love Letter to Los Angeles,David Clair,"Billie Eilish, FINNEAS, Gustavo Dudamel, Patrick Osborne, Robert Rodriguez",2021-11-12,2021,TV-PG,30 min,"Concert Film, Music",disney,Para niños mayores,"['Concert Film', ' Music']"
s38,Movie,The Proud Family: Louder and Prouder,Desconocido,"Kyla Pratt, Tommy Davidson, Paula Jai Parker, JoMarie Payton, Cedric the Entertainer",2021-11-12,2021,TV-G,1 min,"Animation, Comedy, Coming of Age",disney,Para todas las edades / niños pequeños,"['Animation', ' Comedy', ' Coming of Age']"
s39,Movie,The Simpsons in Plusaversary,David Silverman,"Dan Castellaneta, Nancy Cartwright, Yeardley Smith, Tress MacNeille, Hank Azaria",2021-11-12,2021,TV-PG,6 min,"Animation, Comedy",disney,Para niños mayores,"['Animation', ' Comedy']"
s40,Movie,Tick Tock Tale,Dean Wellins,No Disponible,2021-11-12,2010,G,6 min,"Animation, Crime, Family",disney,Para todas las edades / niños pequeños,"['Animation', ' Crime', ' Family']"
s41,Movie,Under the Helmet: The Legacy of Boba Fett,Desconocido,No Disponible,2021-11-12,2021,TV-PG,22 min,Science Fiction,disney,Para niños mayores,['Science Fiction']
s42,Movie,Willow,Desconocido,No Disponible,2021-11-12,2021,TV-PG,3 min,"Action-Adventure, Fantasy",disney,Para niños mayores,"['Action-Adventure', ' Fantasy']"
s43,Movie,Alvin and the Chipmunks: Chipwrecked,Mike Mitchell,"Jason Lee, David Cross, Jenny Slate, Justin Long, Matthew Gray Gubler, Jesse McCartney",2021-11-05,2011,G,87 min,"Comedy, Family, Music",disney,Para todas las edades / niños pequeños,"['Comedy', ' Family', ' Music']"
s44,Movie,Jingle All The Way,Brian Levant,"Arnold Schwarzenegger, Sinbad, Phil Hartman, Rita Wilson, Robert Conrad, Martin Mull",2021-11-05,1996,PG,90 min,"Comedy, Family",disney,Para niños mayores,"['Comedy', ' Family']"
s45,Movie,Jingle All the Way 2,Alex Zamm,"Larry the Cable Guy, Brian Stepanek, Santino Marella, Kennedi Clements, Kirsten Robek, Rachel Hayward",2021-11-05,2014,PG,91 min,"Comedy, Family",disney,Para niños mayores,"['Comedy', ' Family']"
s46,Movie,Prep & Landing: Operation Secret Santa,"Kevin Deters, Stevie Wermers-Skelton","Betty White, Dave Foley, Derek Richardson, Sarah Chalke, W. Morgan Sheppard",2021-11-05,2010,TV-G,8 min,"Animation, Family, Fantasy",disney,Para todas las edades / niños pequeños,"['Animation', ' Family', ' Fantasy']"
s47,Movie,Santa Buddies: The Legend of Santa Paws,Robert Vince,"Christopher Lloyd, Danny Woodburn, Craig Anton, Michael Teigen, Ben Giroux, Paul Rae",2021-11-05,2009,G,93 min,"Comedy, Fantasy, Kids",disney,Para todas las edades / niños pequeños,"['Comedy', ' Fantasy', ' Kids']"
s48,Movie,Snow Buddies,Robert Vince,"Dominic Scott Kay, John Kapelos, Lise Simms, Mike Dopud, Charles C. Stevenson Jr., Dylan Minnette",2021-11-05,2008,G,91 min,"Action-Adventure, Comedy, Kids",disney,Para todas las edades / niños pequeños,"['Action-Adventure', ' Comedy', ' Kids']"
s49,Movie,Space Buddies,Robert Vince,"F.T. Anderson, Diedrich Bader, Field Cate, Kendall Cross, Mike Dopud, Mark Downey",2021-11-05,2009,G,87 min,"Action-Adventure, Comedy, Kids",disney,Para todas las edades / niños pequeños,"['Action-Adventure', ' Comedy', ' Kids']"
s50,Movie,The Search for Santa Paws,Robert Vince,"Resse Alexander, Diedrich Bader, Sahar Biniaz, Jan Boss, Ameko Eks Mass Carroll, Melody Choi",2021-11-05,2010,G,101 min,"Drama, Family, Fantasy",disney,Para todas las edades / niños pequeños,"['Drama', ' Family', ' Fantasy']"
s51,Movie,X-Men: First Class,Matthew Vaughn,"James McAvoy, Michael Fassbender, Rose Byrne, Jennifer Lawrence, January Jones, Nicholas Hoult",2021-11-05,2011,PG-13,132 min,"Action-Adventure, Science Fiction, Superhero",disney,Para adolescentes,"['Action-Adventure', ' Science Fiction', ' Superhero']"
s52,TV Show,Disney Amphibia,Desconocido,"Justin Felbinger, Amanda Leighton, Bill Farmer, Brenda Song",2021-11-03,2018,TV-Y7,3 Seasons,"Animation, Comedy, Family",disney,Para niños mayores,"['Animation', ' Comedy', ' Family']"
s53,TV Show,Photo Ark,Desconocido,Joel Sartore,2021-11-03,2017,TV-PG,1 Season,"Animals & Nature, Docuseries, Family",disney,Para niños mayores,"['Animals & Nature', ' Docuseries', ' Family']"
s54,TV Show,Storm Rising,Desconocido,No Disponible,2021-11-03,2021,TV-14,1 Season,"Action-Adventure, Animals & Nature, Docuseries",disney,Para adolescentes,"['Action-Adventure', ' Animals & Nature', ' Docuseries']"
s55,Movie,Bob Ballard: An Explorer's Life,Desconocido,No Disponible,2021-10-29,2021,TV-PG,44 min,"Biographical, Documentary",disney,Para niños mayores,"['Biographical', ' Documentary']"
s56,Movie,"McFarland, USA",Niki Caro,"Kevin Costner, Maria Bello, Morgan Saylor, Martha Higareda, Michael Aguero, Sergio Avelar",2021-10-29,2015,PG,131 min,"Drama, Sports",disney,Para niños mayores,"['Drama', ' Sports']"
s57,Movie,Rookie of the Year,Daniel Stern,"Thomas Ian Nicholas, Gary Busey, Albert Hall, Amy Morton, Dan Hedaya, Eddie Bracken",2021-10-22,1993,PG,104 min,"Comedy, Family, Sports",disney,Para niños mayores,"['Comedy', ' Family', ' Sports']"
s58,Movie,Thumbelina,"Don Bluth, Gary Goldman","Gino Conforti, Barbara Cook, Jodi Benson, Will Ryan, June Foray, Kenneth Mars",2021-10-22,1994,G,87 min,"Animation, Family, Fantasy",disney,Para todas las edades / niños pequeños,"['Animation', ' Family', ' Fantasy']"
s59,TV Show,PJ Masks,Desconocido,"Kyle Breitkopf, Jacob Ursomarzo, Addison Holley",2021-10-20,2015,TV-Y7,5 Seasons,"Action-Adventure, Animation, Kids",disney,Para niños mayores,"['Action-Adventure', ' Animation', ' Kids']"
s60,TV Show,The Wild Life of Dr. Ole,Desconocido,No Disponible,2021-10-20,2021,TV-PG,1 Season,"Animals & Nature, Reality",disney,Para niños mayores,"['Animals & Nature', ' Reality']"
s61,Movie,Lost Cities with Albert Lin: The Great Flood,Jim Greayer,Dr. Albert Yu-Min Lin,2021-10-15,2021,TV-PG,44 min,"Documentary, Historical",disney,Para niños mayores,"['Documentary', ' Historical']"
s62,Movie,Megacity of the Maya Warriors,Ben Crichton,Albert Lin,2021-10-15,2021,TV-PG,44 min,Documentary,disney,Para niños mayores,['Documentary']
s63,TV Show,Apollo: Back To The Moon,Desconocido,"Bill Anders, Jack Clemons, Fred Haise, Glynn Lunney, Jay Barbree, Brad Vinikow",2021-10-13,2019,TV-PG,1 Season,"Docuseries, Historical",disney,Para niños mayores,"['Docuseries', ' Historical']"
s64,TV Show,Just Beyond,Desconocido,"Mckenna Grace, Lexi Underwood, Cedric Joe, Tim Heidecker, Riki Lindhome, Nasim Pedrad",2021-10-13,2021,TV-PG,1 Season,"Anthology, Comedy, Coming of Age",disney,Para niños mayores,"['Anthology', ' Comedy', ' Coming of Age']"
s65,TV Show,Secrets Of The Zoo: Down Under,Desconocido,Naomi Watts,2021-10-13,2020,TV-14,2 Seasons,"Animals & Nature, Docuseries, Family",disney,Para adolescentes,"['Animals & Nature', ' Docuseries', ' Family']"
s66,TV Show,Secrets of the Zoo: North Carolina,Desconocido,No Disponible,2021-10-13,2020,TV-14,1 Season,Reality,disney,Para adolescentes,['Reality']
s67,TV Show,The Wizard of Paws,Desconocido,No Disponible,2021-10-13,2021,TV-PG,1 Season,"Animals & Nature, Docuseries, Medical",disney,Para niños mayores,"['Animals & Nature', ' Docuseries', ' Medical']"
s68,TV Show,Zombies: Addison's Moonstone Mystery,Desconocido,No Disponible,2021-10-13,2020,TV-G,1 Season,"Animation, Coming of Age, Fantasy",disney,Para todas las edades / niños pequeños,"['Animation', ' Coming of Age', ' Fantasy']"
s69,Movie,Just Roll With It: You Decide Live!,Desconocido,"Tobie Windham, Suzi Barrett, Ramon Reed, Kaylin Hayman, JC Currais, Raven-SymonÃ©",2021-10-08,2019,G,52 min,Comedy,disney,Para todas las edades / niños pequeños,['Comedy']
s70,Movie,Mickey's Tale of Two Witches,Jeff Gordon,"Bret Iwan, Kaitlyn Robrock, Bill Farmer, Daniel Ross, Tress MacNeille, Jim Cummings",2021-10-08,2021,TV-Y,47 min,"Animation, Family, Fantasy",disney,Para todas las edades / niños pequeños,"['Animation', ' Family', ' Fantasy']"
s71,Movie,Muppets Haunted Mansion,Kirk Thatcher,"Dave Goelz, Bill Barretta, Will Arnett, Taraji P. Henson, Yvette Nicole Brown, Darren Criss",2021-10-08,2021,TV-PG,53 min,"Comedy, Family, Musical",disney,Para niños mayores,"['Comedy', ' Family', ' Musical']"
s72,Movie,The Most Magical Story on Earth: 50 Years of Walt Disney World,Dave Hoffman,"Whoopi Goldberg, Christina Aguilera, Halle Bailey, Orlando Philharmonic Orchestra, Anthony Anderson, Tom Brady",2021-10-08,2021,TV-PG,85 min,"Family, Variety",disney,Para niños mayores,"['Family', ' Variety']"
s73,Movie,Under Wraps,Alex Zamm,"Malachi Barton, Christian J. Simon, Sophia Hammons, Melanie Brook, Brent Stait, Jordana Largy",2021-10-08,2021,TV-G,92 min,"Action-Adventure, Comedy, Kids",disney,Para todas las edades / niños pequeños,"['Action-Adventure', ' Comedy', ' Kids']"
s74,TV Show,Among the Stars,Desconocido,Chris Cassidy,2021-10-06,2021,TV-PG,1 Season,Docuseries,disney,Para niños mayores,['Docuseries']
s75,Movie,Black Widow,Cate Shortland,"Scarlett Johansson, Florence Pugh, David Harbour, O-T Fagbenle, Rachel Weisz, Ray Winstone",2021-10-06,2021,PG-13,135 min,"Action-Adventure, Science Fiction, Spy/Espionage",disney,Para adolescentes,"['Action-Adventure', ' Science Fiction', ' Spy/Espionage']"
s76,TV Show,Drain the Oceans,Desconocido,Russell Boulter,2021-10-06,2017,TV-PG,4 Seasons,"Docuseries, Historical",disney,Para niños mayores,"['Docuseries', ' Historical']"
s77,TV Show,Drain The Oceans: The Mississippi River & Arctic War,Desconocido,Kerry Shale,2021-10-06,2021,TV-14,1 Season,"Docuseries, Historical",disney,Para adolescentes,"['Docuseries', ' Historical']"
s78,Movie,Fauci,"John Hoffman, Janet Tobias","Dr. Anthony Fauci, Bono, George W. Bush, Peter Staley",2021-10-06,2021,PG-13,105 min,"Biographical, Documentary",disney,Para adolescentes,"['Biographical', ' Documentary']"
s79,TV Show,IMPACT with Gal Gadot,Desconocido,Gal Gadot,2021-10-06,2021,TV-14,1 Season,Docuseries,disney,Para adolescentes,['Docuseries']
s80,TV Show,The Ghost and Molly McGee,Desconocido,"Ashly Burch, Dana Snyder",2021-10-06,2021,TV-Y7,1 Season,"Animation, Buddy, Coming of Age",disney,Para niños mayores,"['Animation', ' Buddy', ' Coming of Age']"
s81,Movie,Alvin and the Chipmunks,Tim Hill,"Jason Lee, David Cross, Cameron Richardson, Jane Lynch, Justin Long, Matthew Gray Gubler",2021-10-01,2007,PG,91 min,"Animation, Comedy, Family",disney,Para niños mayores,"['Animation', ' Comedy', ' Family']"
s82,Movie,Alvin and the Chipmunks: The Road Chip,Walt Becker,"Jason Lee, Tony Hale, Kimberly Williams-Paisley, Josh Green, Bella Thorne, Uzo Aduba",2021-10-01,2015,PG,92 min,"Comedy, Family, Music",disney,Para niños mayores,"['Comedy', ' Family', ' Music']"
s83,Movie,LEGO Star Wars Terrifying Tales,Ken Cunningham,"Jake Green, Raphael Alejandro, Dana Snyder, Tony Hale, Christian Slater, Trevor Devall",2021-10-01,2021,TV-Y7-FV,47 min,"Action-Adventure, Animation, Science Fiction",disney,Para niños mayores,"['Action-Adventure', ' Animation', ' Science Fiction']"
s84,Movie,Maleficent,Robert Stromberg,"Angelina Jolie, Sharlto Copley, Elle Fanning, Sam Riley, Imelda Staunton, Juno Temple",2021-10-01,2014,PG,99 min,"Action-Adventure, Family, Fantasy",disney,Para niños mayores,"['Action-Adventure', ' Family', ' Fantasy']"
s85,Movie,The Scariest Story Ever: A Mickey Mouse Halloween Spooktacular,"Alonso Ramirez Ramos, Eddie Trigueros, Dave Wasson","Chris Diamantopoulos, Tony Anselmo, Tress MacNeille, Bill Farmer, Russi Taylor",2021-10-01,2017,TV-G,22 min,"Animation, Family, Parody",disney,Para todas las edades / niños pequeños,"['Animation', ' Family', ' Parody']"
s86,TV Show,Disney Vampirina,Desconocido,"Isabella Crovetti, Lauren Graham, James Van Der Beek, Jordan Davis, Wanda Sykes, Mitchell Whitfield",2021-09-29,2017,TV-Y7,3 Seasons,"Animation, Fantasy, Kids",disney,Para niños mayores,"['Animation', ' Fantasy', ' Kids']"
s87,TV Show,Disney's Magic Bake-Off,Desconocido,"Issac Ryan Brown, Dara ReneÃ©, Graciela Gomez",2021-09-29,2021,TV-G,1 Season,"Family, Game Show / Competition",disney,Para todas las edades / niños pequeños,"['Family', ' Game Show / Competition']"
s88,TV Show,Great Barrier Reef,Desconocido,Don Halbert,2021-09-29,2020,TV-PG,1 Season,"Animals & Nature, Docuseries",disney,Para niños mayores,"['Animals & Nature', ' Docuseries']"
s89,TV Show,Ready for Preschool,Desconocido,No Disponible,2021-09-29,2019,TV-Y,2 Seasons,"Kids, Music",disney,Para todas las edades / niños pequeños,"['Kids', ' Music']"
s90,TV Show,Rolie Polie Olie,Desconocido,"Cole Caplan, Kristen Bone, Robert Smith, Catherine Disher, Adrian Truss, Len Carlson",2021-09-29,1998,TV-Y,5 Seasons,"Animation, Science Fiction",disney,Para todas las edades / niños pequeños,"['Animation', ' Science Fiction']"
s91,TV Show,Star Wars Galaxy of Sounds,Desconocido,No Disponible,2021-09-29,2021,TV-PG,1 Season,"Animation, Anthology, Science Fiction",disney,Para niños mayores,"['Animation', ' Anthology', ' Science Fiction']"
s92,TV Show,The Hatcher Family Dairy,Desconocido,No Disponible,2021-09-29,2021,TV-14,1 Season,"Animals & Nature, Docuseries, Reality",disney,Para adolescentes,"['Animals & Nature', ' Docuseries', ' Reality']"
s93,TV Show,The Simpsons,Desconocido,"Dan Castellaneta, Julie Kavner, Nancy Cartwright, Yeardley Smith, Hank Azaria, Pamela Hayden",2021-09-29,1989,TV-PG,32 Seasons,"Animation, Comedy",disney,Para niños mayores,"['Animation', ' Comedy']"
s94,Movie,A Spark Story,"Jason Sterman, Leanne Dare","Apthon Corbin, Louis Gonzales",2021-09-24,2021,TV-PG,88 min,Documentary,disney,Para niños mayores,['Documentary']
s95,Movie,Spooky Buddies,Robert Vince,"Tucker Albrizzi, Diedrich Bader, Ameko Eks Mass Carroll, Max Charles, Tim Conway, Jennifer Elise Cox",2021-09-24,2011,G,93 min,"Comedy, Fantasy, Kids",disney,Para todas las edades / niños pequeños,"['Comedy', ' Fantasy', ' Kids']"
s96,Movie,The Fault in Our Stars,Josh Boone,"Shailene Woodley, Ansel Elgort, Laura Dern, Sam Trammell, Nat Wolff, Willem Dafoe",2021-09-24,2014,PG-13,127 min,"Coming of Age, Drama, Romance",disney,Para adolescentes,"['Coming of Age', ' Drama', ' Romance']"
s97,TV Show,Dog: Impossible,Desconocido,Matt Beisner,2021-09-22,2019,TV-PG,2 Seasons,"Animals & Nature, Docuseries, Family",disney,Para niños mayores,"['Animals & Nature', ' Docuseries', ' Family']"
s98,TV Show,Spidey And His Amazing Friends,Desconocido,"Benjamin Valic, Lily Sanfelippo, Jakari Fraser, Dee Bradley Baker, Melanie Minichino",2021-09-22,2021,TV-Y,1 Season,"Action-Adventure, Animation, Kids",disney,Para todas las edades / niños pequeños,"['Action-Adventure', ' Animation', ' Kids']"
s99,TV Show,Star Wars: Visions,Desconocido,No Disponible,2021-09-22,2021,TV-PG,1 Season,"Action-Adventure, Animation, Anime",disney,Para niños mayores,"['Action-Adventure', ' Animation', ' Anime']"
s100,Movie,Confessions of a Shopaholic,P.J. Hogan,"Isla Fisher, Hugh Dancy, Joan Cusack, John Goodman, John Lithgow, Kristin Scott Thomas",2021-09-17,2009,PG,106 min,"Comedy, Romance, Romantic Comedy",disney,Para niños mayores,"['Comedy', ' Romance', ' Romantic Comedy']"
s101,Movie,Descendants: Royal Wedding,Salvador SimÃ³,"Dove Cameron, Sofia Carson, Booboo Stewart, Mitchell Hope, Sarah Jeffery, Melanie Paxson",2021-09-17,2021,TV-G,22 min,"Animation, Fantasy, Musical",disney,Para todas las edades / niños pequeños,"['Animation', ' Fantasy', ' Musical']"
s102,Movie,Disney's Broadway Hits at London's Royal Albert Hall,Jay Hatcher,"John Barrowman, Ashley Brown, Merle Dandridge, Trevor Dion Nicholas, Jade Ewen, Alton Fitzgerald White",2021-09-17,2016,TV-G,116 min,"Concert Film, Music",disney,Para todas las edades / niños pequeños,"['Concert Film', ' Music']"
s103,Movie,Flooded Tombs of the Nile,Katie Bauer Murdock,Devin E. Haqq,2021-09-17,2021,TV-PG,44 min,Documentary,disney,Para niños mayores,['Documentary']
s104,Movie,Jade Eyed Leopard,Desconocido,Jeremy Irons,2021-09-17,2020,TV-PG,44 min,"Animals & Nature, Documentary",disney,Para niños mayores,"['Animals & Nature', ' Documentary']"
s105,Movie,Nona,Louis Gonzales,No Disponible,2021-09-17,2021,G,9 min,"Animation, Comedy, Family",disney,Para todas las edades / niños pequeños,"['Animation', ' Comedy', ' Family']"
s106,Movie,Smoky Mountain Park Rangers,Desconocido,Peter Jessop,2021-09-17,2021,TV-PG,42 min,"Animals & Nature, Documentary",disney,Para niños mayores,"['Animals & Nature', ' Documentary']"
s107,TV Show,Life Below Zero,Desconocido,"Chip Hailstone, Agnes Hailstone, Sue Aikens, Andy Bassich",2021-09-15,2012,TV-14,16 Seasons,"Action-Adventure, Animals & Nature, Docuseries",disney,Para adolescentes,"['Action-Adventure', ' Animals & Nature', ' Docuseries']"
s108,TV Show,Miraculous: Tales Of Ladybug & Cat Noir,Desconocido,"Cristina Vee, Bryce Papenbrook, Keith Silverstein, Mela Lee, Max Mittelman, Carrie Keranen",2021-09-15,2015,TV-Y7,1 Season,"Action-Adventure, Animation, Fantasy",disney,Para niños mayores,"['Action-Adventure', ' Animation', ' Fantasy']"
s109,TV Show,Unknown Waters with Jeremy Wade,Desconocido,Jeremy Wade,2021-09-15,2021,TV-14,1 Season,"Animals & Nature, Docuseries",disney,Para adolescentes,"['Animals & Nature', ' Docuseries']"
s110,Movie,Far Away From Ravenâs Home,Desconocido,"Raven-SymonÃ©, Issac Ryan Brown, Navia Robinson, Jason Maybaum, Sky Katz, Anneliese van der Pol",2021-09-10,2021,TV-G,11 min,Comedy,disney,Para todas las edades / niños pequeños,['Comedy']
