show_id,type,title,director,cast,date_added,release_year,rating,duration,listed_in,plataforma,age_category,genres
s2842,TV Show,Mighty Little Bheem: Festival of Colors,Desconocido,"Samruddhi Shukla, Aranya Kaur, Rajesh Kava, Nishka Raheja, Sabina Malik, Shanoor Mirza",2020-03-05,2020,TV-Y,1 Season,"Kids' TV, TV Comedies",netflix,Para todas las edades / niños pequeños,"[""Kids' TV"", ' TV Comedies']"
s2843,Movie,Tootsies & The Fake,Kittiphak Thonguam,"Araya A. Hargate, Paopetch Charoensook, Thongkanthom Thongchai, Ratthanant Janyajirawong, Pattarasaya Kreuasuwansri, Gunn Svasti Na Ayudhya, Kritsanapoom Pibulsonggram, Keetapat Pongruea",2020-03-05,2019,TV-MA,108 min,"Comedies, International Movies, LGBTQ Movies",netflix,Para adultos,"['Comedies', ' International Movies', ' LGBTQ Movies']"
s2844,Movie,Aurora,Cristi Puiu,"Cristi Puiu, Clara Voda, Catrinel Dumitrescu, Luminita Gheorghiu, Valentin Popescu, Gheorghe Ifrim, Ileana Puiu, Valeria Seciu, Gelu Colceag",2020-03-04,2010,TV-MA,186 min,"Dramas, International Movies",netflix,Para adultos,"['Dramas', ' International Movies']"
s2845,Movie,Lil Peep: Everybodyâs Everything,"Sebastian Jones, Ramez Silyan",Lil Peep,2020-03-04,2019,TV-MA,116 min,"Documentaries, Music & Musicals",netflix,Para adultos,"['Documentaries', ' Music & Musicals']"
s2846,Movie,The Death of Mr. Lazarescu,Cristi Puiu,"Monica BÃ¢rlÄdeanu, Ion Fiscuteanu, Doru Ana, Dragos Bucur, Gabriel Spahiu, Dan Chiriac, Luminita Gheorghiu, Alina Berzunteanu, Dana Dogaru, Mimi BrÄnescu",2020-03-04,2005,R,154 min,"Dramas, International Movies",netflix,Para adultos,"['Dramas', ' International Movies']"
s2847,TV Show,Velvet,Carlos Sedes,"Paula EchevarrÃ­a, Miguel Ãngel Silvestre, Aitana SÃ¡nchez-GijÃ³n, Manuela Velasco, Manuela VellÃ©s, Marta Hazas, Javier Rey, Maxi Iglesias, Cecilia Freire, AdriÃ¡n Lastra, Miriam Giovanelli, Natalia MillÃ¡n, JosÃ© SacristÃ¡n, Ingrid Rubio, Peter Vives, LlorenÃ§ GonzÃ¡lez, Ãngela Molina, Pastora Vega",2020-03-04,2016,TV-14,4 Seasons,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",netflix,Para adolescentes,"['International TV Shows', ' Romantic TV Shows', ' Spanish-Language TV Shows']"
s2848,Movie,Freaks,"Adam B. Stein, Zach Lipovsky","Emile Hirsch, Bruce Dern, Lexy Kolker, Grace Park, Amanda Crew, Aleks Paunovic, Michelle Harrison",2020-03-03,2018,R,105 min,"Independent Movies, Sci-Fi & Fantasy, Thrillers",netflix,Para adultos,"['Independent Movies', ' Sci-Fi & Fantasy', ' Thrillers']"
s2849,Movie,Luccas Neto in: The End of Christmas,Lucas Margutti,"Luccas Neto, Giovanna Alparone, Cleber Salgado, Bruno Bebianno, Lucas Margutti, Vivian Duarte",2020-03-03,2019,TV-Y,71 min,"Children & Family Movies, Comedies, Music & Musicals",netflix,Para todas las edades / niños pequeños,"['Children & Family Movies', ' Comedies', ' Music & Musicals']"
s2850,Movie,Taylor Tomlinson: Quarter-Life Crisis,Marcus Raboy,Taylor Tomlinson,2020-03-03,2020,TV-MA,61 min,Stand-Up Comedy,netflix,Para adultos,['Stand-Up Comedy']
s2851,Movie,The Last Bomb of the Second World War,Athiyan Athirai,"Dinesh, Anandhi, Munishkanth, Riythvika, John Vijay",2020-03-03,2019,TV-14,133 min,"Dramas, Independent Movies, International Movies",netflix,Para adolescentes,"['Dramas', ' Independent Movies', ' International Movies']"
s2852,Movie,Uncovered,Zuko Nodada,"Nqobile Khumalo, Robert Hobbs, S'Thandiwe Kgoroge, Dumisani Mbebe, Thandeka Nodada, Fezile Makhanya",2020-03-03,2019,TV-MA,98 min,"Dramas, International Movies",netflix,Para adultos,"['Dramas', ' International Movies']"
s2853,Movie,W.E.,Madonna,"Abbie Cornish, Andrea Riseborough, James D'Arcy, Oscar Isaac, Richard Coyle, David Harbour, James Fox, Judy Parfitt, Haluk Bilginer, Geoffrey Palmer, Natalie Dormer",2020-03-03,2011,R,119 min,"Dramas, Romantic Movies",netflix,Para adultos,"['Dramas', ' Romantic Movies']"
s2854,Movie,Fat Ballerina - David A. Arnold,Milton Horowitz,David A. Arnold,2020-03-02,2020,TV-MA,61 min,Stand-Up Comedy,netflix,Para adultos,['Stand-Up Comedy']
s2855,TV Show,Akame ga Kill!,Desconocido,"Sora Amamiya, Soma Saito, Yukari Tamura, Yuu Asakawa, Mamiko Noto, Yoshitsugu Matsuoka, Katsuyuki Konishi, Risa Mizuno, Satomi Akesaka",2020-03-01,2014,TV-14,1 Season,"Anime Series, Crime TV Shows, International TV Shows",netflix,Para adolescentes,"['Anime Series', ' Crime TV Shows', ' International TV Shows']"
s2856,TV Show,Babylon Berlin,Desconocido,"Volker Bruch, Liv Lisa Fries, Peter Kurth, Leonie Benesch, Matthias Brandt, Severija Janusauskaite, Fritzi Haberlandt, Ivan Shvedoff, Lars Eidinger, Anton von Lucke, Misel Maticevic",2020-03-01,2020,TV-MA,3 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",netflix,Para adultos,"['Crime TV Shows', ' International TV Shows', ' TV Dramas']"
s2857,Movie,Bhangra Paa Le,Sneha Taurani,"Sunny Kaushal, Rukshar Dhillon, Shriya Pilgaonkar, Parmeet Sethi, Samir Soni, Chaitanya Sharma, Sheeba Chaddha, Akarsh Khurana",2020-03-01,2019,TV-14,130 min,"Comedies, Dramas, International Movies",netflix,Para adolescentes,"['Comedies', ' Dramas', ' International Movies']"
s2858,TV Show,Calico Critters Mini Episodes Clover,Desconocido,"Stephanie Sheh, Erika Harlacher, Julie Maddalena, Dorothy Fahn, Anne Yatco, Cherami Leigh, Doug Erholtz, Keith Silverstein",2020-03-01,2020,TV-Y,1 Season,Kids' TV,netflix,Para todas las edades / niños pequeños,"[""Kids' TV""]"
s2859,Movie,Calico Critters: Everyone's Big Dream Flying in the Sky,Momoko Kamiya,Erika Harlacher,2020-03-01,2019,TV-Y,11 min,Children & Family Movies,netflix,Para todas las edades / niños pequeños,['Children & Family Movies']
s2860,Movie,Frank & Lola,Matthew Ross,"Michael Shannon, Imogen Poots, Michael Nyqvist, Justin Long, Stella Schnabel, Rosanna Arquette, Emmanuelle Devos",2020-03-01,2016,TV-MA,87 min,"Dramas, Thrillers",netflix,Para adultos,"['Dramas', ' Thrillers']"
s2861,Movie,Hugo,Martin Scorsese,"Ben Kingsley, Sacha Baron Cohen, Asa Butterfield, ChloÃ« Grace Moretz, Ray Winstone, Emily Mortimer, Christopher Lee, Helen McCrory, Michael Stuhlbarg, Frances de la Tour, Jude Law, Johnny Depp, Edmund Kingsley, Richard Griffiths, Angus Barnett, Michael Pitt, Gulliver McGrath, Eric Moreau, Chloe Grace Moretz",2020-03-01,2011,PG,127 min,"Children & Family Movies, Dramas",netflix,Para niños mayores,"['Children & Family Movies', ' Dramas']"
s2862,Movie,Ordinary World,Lee Kirk,"Billie Joe Armstrong, Fred Armisen, Judy Greer, Selma Blair, Chris Messina, Brian Baumgartner, John Doman, Madisyn Shipman, Kevin Corrigan, Mia Dillon, Lucas Papaelias",2020-03-01,2016,TV-14,87 min,"Comedies, Dramas, Music & Musicals",netflix,Para adolescentes,"['Comedies', ' Dramas', ' Music & Musicals']"
s2863,Movie,"Pop, Lock 'n Roll",Ziggy Hofmeyr,"Maurice Paige, Yasirah Bhelz, Lionel Newton, Tarryn Alberts, Sandile Sand Zulu, Duane Lawrence, Robyn Brophy, Brady Brophy, Raylene Jacobs, Jason Meyer",2020-03-01,2017,TV-14,88 min,"Dramas, International Movies, Romantic Movies",netflix,Para adolescentes,"['Dramas', ' International Movies', ' Romantic Movies']"
s2864,Movie,There Will Be Blood,Paul Thomas Anderson,"Daniel Day-Lewis, Paul Dano, Kevin J. O'Connor, CiarÃ¡n Hinds, Dillon Freasier, Sydney McCallister, David Willis, David Warshofsky, Colton Woodward, Russell Harvard",2020-03-01,2007,R,158 min,"Dramas, Independent Movies",netflix,Para adultos,"['Dramas', ' Independent Movies']"
s2865,Movie,Velvet ColecciÃ³n: Grand Finale,Gustavo Ron,"Marta Hazas, Asier Etxeandia, AdriÃ¡n Lastra, Javier Rey, LlorenÃ§ GonzÃ¡lez, Andrea Duro, Fernando Guallar, Diego MartÃ­n, AndrÃ©s Velencoso, Maxi Iglesias",2020-03-01,2020,TV-14,82 min,"Dramas, International Movies, Romantic Movies",netflix,Para adolescentes,"['Dramas', ' International Movies', ' Romantic Movies']"
s2866,Movie,Voulez-vous rire avec moi ce soir?,Yacine Belhousse,"Gad Elmaleh, Eddie Izzard, Bill Burr, Todd Barry, Kyan Khojandi, Judah Friedlander, Blanche Gardin, Mike Ward, Igor Meerson, Dan Naturman, Tony Law, Daniel Gagnon, Sebastian Marx, Michael Mittermeier, Paul Taylor, Korine CÃ´tÃ©, Guillermo Guiz, Virginie Fortin, Francesco De Carlo",2020-03-01,2018,TV-MA,93 min,"Documentaries, International Movies",netflix,Para adultos,"['Documentaries', ' International Movies']"
s2867,Movie,ZZ TOP: THAT LITTLE OL' BAND FROM TEXAS,Sam Dunn,No Disponible,2020-03-01,2019,TV-MA,90 min,"Documentaries, Music & Musicals",netflix,Para adultos,"['Documentaries', ' Music & Musicals']"
s2868,Movie,All The Bright Places,Brett Haley,"Elle Fanning, Justice Smith, Luke Wilson, Keegan-Michael Key, Alexandra Shipp, Lamar Johnson, Virginia Gardner, Kelli O'Hara, Felix Mallard, Sofia Hasmik",2020-02-28,2020,TV-MA,109 min,"Dramas, Romantic Movies",netflix,Para adultos,"['Dramas', ' Romantic Movies']"
s2869,TV Show,Always a Witch,Desconocido,"Angely Gaviria, SebastiÃ¡n Eslava, Luis Fernando Hoyos, VerÃ³nica Orozco, Lenard Vanderaa, SofÃ­a Araujo, Dylan Fuentes, Valeria Emiliani, DubÃ¡n Prado, Carlos Quintero",2020-02-28,2019,TV-14,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Comedies",netflix,Para adolescentes,"['International TV Shows', ' Spanish-Language TV Shows', ' TV Comedies']"
s2870,Movie,Amit Tandon: Family Tandoncies,Desconocido,Amit Tandon,2020-02-28,2019,TV-14,72 min,Stand-Up Comedy,netflix,Para adolescentes,['Stand-Up Comedy']
s2871,TV Show,Queen Sono,Desconocido,"Pearl Thusi, Vuyo Dabula, Loyiso Madinga, Kate Liquorish, Sechaba Morojele, Rob van Vuuren, Chi Mhende, Otto Nobela, Khathu Ramabulana, Enhle Mlotshwa",2020-02-28,2020,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas",netflix,Para adultos,"['International TV Shows', ' TV Action & Adventure', ' TV Dramas']"
s2872,TV Show,Toy Boy,Desconocido,"JesÃºs Mosquera, Cristina CastaÃ±o, MarÃ­a Pedraza, JosÃ© de la Torre, Carlo Costanzia, Raudel RaÃºl Martiato, Juanjo Almeida, JosÃ© Manuel Seda, Ãlex Gadea, Javier Mora, Pedro Casablanc, Elisa Matilla, MarÃ­a Pujalte, Adelfa Calvo",2020-02-28,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",netflix,Para adultos,"['Crime TV Shows', ' International TV Shows', ' Spanish-Language TV Shows']"
s2873,TV Show,Unstoppable,Desconocido,"Tessa Ia, BÃ¡rbara LÃ³pez, LucÃ­a Uribe, Coty Camacho, Diego Calva HernÃ¡ndez, TomÃ¡s Ruiz",2020-02-28,2020,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",netflix,Para adultos,"['International TV Shows', ' Spanish-Language TV Shows', ' TV Dramas']"
s2874,Movie,Ala Vaikunthapurramuloo,Trivikram Srinivas,"Allu Arjun, Pooja Hegde, Tabu, Sushanth, Nivetha Pethuraj, Jayaram, Murli Sharma",2020-02-27,2020,TV-14,162 min,"Action & Adventure, Comedies, Dramas",netflix,Para adolescentes,"['Action & Adventure', ' Comedies', ' Dramas']"
s2875,TV Show,Altered Carbon,Desconocido,"Joel Kinnaman, James Purefoy, Martha Higareda, RenÃ©e Elise Goldsberry, Dichen Lachman, Will Yun Lee, Kristin Lehman, Chris Conner, Ato Essandoh, Tamara Taylor, Byron Mann",2020-02-27,2020,TV-MA,2 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas",netflix,Para adultos,"['Crime TV Shows', ' TV Action & Adventure', ' TV Dramas']"
s2876,TV Show,Followers,Desconocido,"Miki Nakatani, Elaiza Ikeda, Mari Natsuki, Yuka Itaya, KOM_I, Mika Nakashima, Tadanobu Asano, Shuhei Uesugi, Nobuaki Kaneko, Hidekazu Mashima, Sho Kasamatsu, Yutaro",2020-02-27,2020,TV-MA,1 Season,"International TV Shows, TV Dramas",netflix,Para adultos,"['International TV Shows', ' TV Dramas']"
s2877,Movie,PokÃ©mon: Mewtwo Strikes Back - Evolution,"Kunihiko Yuyama, Motonori Sakakibara","Sarah Natochenny, Dan Green, Bill Rogers, Michele Knotz, Alyson Leigh Rosenfeld, Rodger Parsons",2020-02-27,2019,TV-Y7,98 min,"Anime Features, Children & Family Movies",netflix,Para niños mayores,"['Anime Features', ' Children & Family Movies']"
s2878,TV Show,Six Windows in the Desert,"Ali Kalthami, Meshal Aljaser, Faris Godus, Mohamed al Salman, Faisal al Amer","Moayad Alnefaie, Mohammed Alhamdan, Citi Bet Baydi, Sadeem Alshehri, Mohammed Albakri, Moayed Althagafi, Hussain Alyahya, Abeer Alotaibi, Zara Albalushi, Ali Alshehabi",2020-02-27,2020,TV-14,1 Season,TV Shows,netflix,Para adolescentes,['TV Shows']
s2879,Movie,Couple of Days,Tolu Awobiyi,"Lilian Esoro, Ademola Adedoyin, Enyima Nwigwe, Kiki Omeili, Okey Uzoeshi, Adesua Etomi, Olayode Juliana, Falz",2020-02-26,2016,TV-14,103 min,"Dramas, International Movies, Romantic Movies",netflix,Para adolescentes,"['Dramas', ' International Movies', ' Romantic Movies']"
s2880,Movie,Gbomo Gbomo Express,Walter Taylaur,"Ramsey Nouah, Gideon Okeke, Osas Ighodaro Ajibade, Blossom Chukwujekwu, Kiki Omeili, Gbenro Ajibade, Ikechukwu, Alexx Ekubo, Shaffy Bello",2020-02-26,2015,TV-MA,97 min,"Dramas, International Movies",netflix,Para adultos,"['Dramas', ' International Movies']"
s2881,TV Show,I Am Not Okay With This,Desconocido,"Sophia Lillis, Wyatt Oleff, Kathleen Rose Perkins, Sofia Bryant, Richard Ellis, Sophia Tatum, David Theune, Zachary S. Williams, Aidan Wojtak-Hissong",2020-02-26,2020,TV-MA,1 Season,"TV Comedies, TV Dramas, TV Sci-Fi & Fantasy",netflix,Para adultos,"['TV Comedies', ' TV Dramas', ' TV Sci-Fi & Fantasy']"
s2882,Movie,Taxi Driver,Daniel Oriahi,"Odunlade Adekola, Ijeoma Grace Agu, Richard Akinlade, Babajide Alimison, Hafeez Oyetoro, Femi Jacobs, Toyin Oshinaike, Kelechi Udegbe",2020-02-26,2015,TV-MA,94 min,"Comedies, Dramas, Independent Movies",netflix,Para adultos,"['Comedies', ' Dramas', ' Independent Movies']"
s2883,Movie,The Arbitration,Niyi Akinmolayan,"Adesua Etomi, O.C. Ukeje, Ireti Doyle, Sola Fosudo, Somkele Iyamah, Lota Chukwu, Gregory Ojefua, Beverly Naya, Bimbo Ademoye, Pius Fatoke",2020-02-26,2016,TV-MA,101 min,"Dramas, International Movies",netflix,Para adultos,"['Dramas', ' International Movies']"
s2884,TV Show,The Trials of Gabriel Fernandez,Desconocido,No Disponible,2020-02-26,2020,TV-MA,1 Season,"Crime TV Shows, Docuseries",netflix,Para adultos,"['Crime TV Shows', ' Docuseries']"
s2885,Movie,The Visit,Oyefunke Fayoyin,"Nse Ikpe-Etim, Femi Jacobs, Blossom Chukwujekwu, Bayray McNwizu",2020-02-26,2015,TV-MA,138 min,"Dramas, Independent Movies, International Movies",netflix,Para adultos,"['Dramas', ' Independent Movies', ' International Movies']"
s2886,Movie,When Love Happens,Seyi Babatope,"Weruche Opia, Gideon Okeke, Beverly Naya, O.C. Ukeje, Shaffy Bello, Oreka Godis",2020-02-26,2014,TV-14,109 min,"International Movies, Romantic Movies",netflix,Para adolescentes,"['International Movies', ' Romantic Movies']"
s2887,Movie,Pete Davidson: Alive From New York,Jason Orley,Pete Davidson,2020-02-25,2020,TV-MA,50 min,Stand-Up Comedy,netflix,Para adultos,['Stand-Up Comedy']
s2888,Movie,Full Count,Robert Eagar,"John Paul Kakos, Natalia Livingston, E. Roger Mitchell, Rick Hearst, Jason London, Victoria Elizabeth Staley, Adam Boyer",2020-02-23,2019,TV-PG,110 min,"Children & Family Movies, Dramas, Faith & Spirituality",netflix,Para niños mayores,"['Children & Family Movies', ' Dramas', ' Faith & Spirituality']"
s2889,TV Show,"Hi Bye, Mama!",Desconocido,"Kim Tae-hee, Lee Kyoo-hyung, Go Bo-gyeol, Shin Dong-mi, Seo Woo-jin, Lee Si-woo, Oh Eui-sik, Ahn Nae-sang, Kim Mee-kyeong, Park Su-young, Kim Mi-su, Yoon Sa-bong",2020-02-23,2020,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",netflix,Para adolescentes,"['International TV Shows', ' Korean TV Shows', ' Romantic TV Shows']"
s2890,Movie,Girl on the Third Floor,Travis Stevens,"CM Punk, Trieste Kelly Dunn, Sarah Brooks, Elissa Dowling, Karen Woditsch, Marshall Bean, Anish Jethmalani, Bishop Stevens, Tonya Kay",2020-02-22,2019,TV-MA,92 min,Horror Movies,netflix,Para adultos,['Horror Movies']
s2891,TV Show,Unabomber - In His Own Words,Mick Grogan,Ted Kaczynski,2020-02-22,2018,TV-MA,1 Season,"Crime TV Shows, Docuseries",netflix,Para adultos,"['Crime TV Shows', ' Docuseries']"
s2892,TV Show,Gentefied,Desconocido,"J.J. Soria, Carlos Santos, Karrie Martin, JoaquÃ­n CosÃ­o, Julissa Calderon, Annie Gonzalez, Laura Patalano, Felipe Esparza",2020-02-21,2020,TV-MA,1 Season,"TV Comedies, TV Dramas",netflix,Para adultos,"['TV Comedies', ' TV Dramas']"
s2893,TV Show,Hyena,Desconocido,"Kim Hye-soo, Ju Ji-hoon, Lee Gyoung-young, Kim Ho-jung, Song Young-kyu, Hwang Bo-ra, Jeon Seok-ho, Hyun Bong-sik, Park Se-jin",2020-02-21,2020,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",netflix,Para adultos,"['International TV Shows', ' Korean TV Shows', ' Romantic TV Shows']"
s2894,TV Show,Passion. Panache. Pep,Desconocido,No Disponible,2020-02-21,2020,TV-G,1 Season,"International TV Shows, Reality TV",netflix,Para todas las edades / niños pequeños,"['International TV Shows', ' Reality TV']"
s2895,TV Show,Puerta 7,Desconocido,"Dolores Fonzi, Esteban Lamothe, Carlos Belloso, Juan Gil Navarro, Daniel ArÃ¡oz, Antonio Grimau, Ignacio Quesada, MÃ³nica Ayos, Daniel Valenzuela",2020-02-21,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",netflix,Para adultos,"['Crime TV Shows', ' International TV Shows', ' Spanish-Language TV Shows']"
s2896,Movie,System Crasher,Nora Fingscheidt,"Helena Zengel, Albrecht Schuch, Gabriela Maria Schmeide, Lisa Hagmeister, Melanie Straub, Victoria Trauttmansdorff, Maryam Zaree, Tedros Teclebrhan",2020-02-21,2020,TV-MA,120 min,"Dramas, Independent Movies, International Movies",netflix,Para adultos,"['Dramas', ' Independent Movies', ' International Movies']"
s2897,Movie,The Body,Jeethu Joseph,"Rishi Kapoor, Emraan Hashmi, Sobhita Dhulipala, Vedika, Anupam Bhattacharya, Chandan Anand, Arif Zakaria, Rukhsar Ahmed",2020-02-21,2019,TV-14,101 min,"International Movies, Thrillers",netflix,Para adolescentes,"['International Movies', ' Thrillers']"
s2898,Movie,The Last Thing He Wanted,Dee Rees,"Anne Hathaway, Ben Affleck, Willem Dafoe, Toby Jones, Rosie Perez, Edi Gathegi, Mel Rodriguez, Onata Aprile",2020-02-21,2020,R,116 min,"Dramas, Thrillers",netflix,Para adultos,"['Dramas', ' Thrillers']"
s2899,Movie,Yeh Ballet,Sooni Taraporevala,"Julian Sands, Manish Chauhan, Achintya Bose, Jim Sarbh, Danish Husain, Vijay Maurya, Heeba Shah, Kalyanee Mulay",2020-02-21,2020,TV-MA,117 min,"Dramas, International Movies",netflix,Para adultos,"['Dramas', ' International Movies']"
s2900,Movie,Pretville,Linda Korsten,"Marlee van der Merwe, Eugene Jensen, Marno van der Merwe, Lizelle de Klerk, Steve Hofmeyr, Sanet Ackermann, Terence Bridgett, Annette Engelbrecht, Rina Nienaber, Lizz Meiring",2020-02-20,2012,TV-PG,95 min,"Comedies, International Movies, Music & Musicals",netflix,Para niños mayores,"['Comedies', ' International Movies', ' Music & Musicals']"
s2901,TV Show,Spectros,Desconocido,"Danilo Mesquita, ClÃ¡udia Okuno, Mariana Sena, Enzo Barone, Drop Dashi, Miwa Yanagizawa, Carlos Takeshi, Daniel Rocha, Kelzy Ecard, Norival Rizzo, Nicolas Trevijano, Jui Huang, Jimmy Wong, Fania Espinosa, Wallie Ruy, BegÃª Muniz, Antonio Miano, Ricardo Iazzetta, Mayhara Ribeiro, Jairo Mattos",2020-02-20,2020,TV-MA,1 Season,"International TV Shows, TV Horror, TV Mysteries",netflix,Para adultos,"['International TV Shows', ' TV Horror', ' TV Mysteries']"
s2902,Movie,Untamed Romania,Tom Barton-Humphreys,No Disponible,2020-02-20,2018,TV-PG,93 min,"Children & Family Movies, Documentaries, International Movies",netflix,Para niños mayores,"['Children & Family Movies', ' Documentaries', ' International Movies']"
s2903,TV Show,DreamWorks Shrek's Swamp Stories,Desconocido,"Mike Myers, Eddie Murphy, Cameron Diaz, Antonio Banderas, Kristen Schaal, Simon Cowell, Gilles Marini, Charlotte Newhouse, Dean Edwards, Cody Cameron, Christopher Knights, Conrad Vernon",2020-02-17,2008,TV-PG,1 Season,"Kids' TV, TV Action & Adventure, TV Comedies",netflix,Para niños mayores,"[""Kids' TV"", ' TV Action & Adventure', ' TV Comedies']"
s2904,Movie,By the Sea,Angelina Jolie,"Angelina Jolie, Brad Pitt, MÃ©lanie Laurent, Melvil Poupaud, Niels Arestrup, Richard Bohringer",2020-02-16,2015,R,122 min,"Dramas, Romantic Movies",netflix,Para adultos,"['Dramas', ' Romantic Movies']"
s2905,Movie,Miss Virginia,R.J. Daniel Hanna,"Uzo Aduba, Matthew Modine, Aunjanue Ellis, Niles Fitch, Amirah Vann, Nadji Jeter, Michael Beasley, Adina Porter, Vanessa Williams",2020-02-16,2019,TV-MA,102 min,"Dramas, Independent Movies",netflix,Para adultos,"['Dramas', ' Independent Movies']"
s2906,Movie,MR. RIGHT,Paco Cabezas,"Sam Rockwell, Anna Kendrick, Tim Roth, James Ransone, Anson Mount, Michael Eklund, RZA, Katie Nehra",2020-02-16,2015,R,96 min,"Action & Adventure, Comedies, Romantic Movies",netflix,Para adultos,"['Action & Adventure', ' Comedies', ' Romantic Movies']"
s2907,TV Show,On the Real,Tosin Coker,"Ini Dima Okojie, Akah Nnani, Nancy Isime, Maurice Sam, David Jones David, Angel Funto Johnson, Pearl Okorie, Tomiwa Tegbe, Peanut Omatsola",2020-02-16,2017,TV-MA,1 Season,"International TV Shows, TV Dramas",netflix,Para adultos,"['International TV Shows', ' TV Dramas']"
s2908,Movie,Term Life,Peter Billingsley,"Vince Vaughn, Hailee Steinfeld, Jonathan Banks, Bill Paxton, Mike Epps, Jordi MollÃ , William Levy, Jon Favreau, Taraji P. Henson, Shea Whigham, Cain Velasquez",2020-02-16,2016,R,93 min,"Dramas, Thrillers",netflix,Para adultos,"['Dramas', ' Thrillers']"
s2909,Movie,The Forest,Jason Zada,"Natalie Dormer, Taylor Kinney, Yukiyoshi Ozawa, Eoin Macken, Stephanie Vogt, Rina Takasaki, Noriko Sakura, Yuho Yamashita",2020-02-16,2016,PG-13,93 min,"Horror Movies, Independent Movies",netflix,Para adolescentes,"['Horror Movies', ' Independent Movies']"
s2910,Movie,Monster High: Electrified,Avgousta Zourelidi,"Debi Derryberry, Cassandra Morris, Salli Saffioti, Larissa Gallagher, Cristina Milizia, Jonquil Goode, Travis Dresden, Evan Smith, Michael Sorich, Sara Cravens",2020-02-15,2017,TV-Y,72 min,Movies,netflix,Para todas las edades / niños pequeños,['Movies']
s2911,TV Show,Talking Tom and Friends,Desconocido,"Colin Hanks, Tom Kenny, James Adomian, Lisa Schwartz, Maria Bamford",2020-02-15,2017,TV-Y,1 Season,"Kids' TV, TV Comedies",netflix,Para todas las edades / niños pequeños,"[""Kids' TV"", ' TV Comedies']"
s2912,Movie,A Shaun the Sheep Movie: Farmageddon,"Richard Phelan, Will Becher","Justin Fletcher, John Sparkes, Amalia Vitale, Kate Harbour, David Holt",2020-02-14,2019,G,87 min,"Children & Family Movies, Comedies",netflix,Para todas las edades / niños pequeños,"['Children & Family Movies', ' Comedies']"
s2913,Movie,Cuddle Weather,Rod Cabatana Marmol,"Sue Ramirez, RK Bagatsing, Mark Anthony Fernandez, Aleck Bovick, Dexter Doria, Nino Muhlach, Lui Manansala, Dolly De Leon",2020-02-14,2019,TV-MA,95 min,"Dramas, International Movies, Romantic Movies",netflix,Para adultos,"['Dramas', ' International Movies', ' Romantic Movies']"
s2914,Movie,Fanatyk,MichaÅ Tylka,"Piotr Cyrwus, MikoÅaj Kubacki, Anna Radwan, Marian DziÄdziel, Jan Nowicki, Juliusz ChrzÄstowski, MaÅgorzata Krzysica, Jacek Strama",2020-02-14,2017,TV-MA,33 min,"Comedies, Dramas, Independent Movies",netflix,Para adultos,"['Comedies', ' Dramas', ' Independent Movies']"
s2915,Movie,Isi & Ossi,Oliver Kienle,"Lisa Vicari, Dennis Mojen, Walid Al-Atiyat, Christina Hecke, ZoÃ« Straub, Lisa Hagmeister, Hans-Jochen Wagner, AndrÃ© Eisermann, Ernst StÃ¶tzner",2020-02-14,2020,TV-MA,113 min,"Comedies, International Movies, Romantic Movies",netflix,Para adultos,"['Comedies', ' International Movies', ' Romantic Movies']"
s2916,Movie,Liefling,Brian Webber,"Lika Berning, Bobby van Jaarsveld, Marlee van der Merwe, Sonja Herholdt, Elize Cawood, Rouel Beukes, Kevin Leo, Paul du Toit, Sylvaine Strike",2020-02-14,2010,TV-PG,118 min,"Comedies, International Movies, Music & Musicals",netflix,Para niños mayores,"['Comedies', ' International Movies', ' Music & Musicals']"
s2917,Movie,Panipat - The Great Betrayal,Ashutosh Gowariker,"Sanjay Dutt, Arjun Kapoor, Kriti Sanon, Zeenat Aman, Mohnish Bahl, Padmini Kolhapure, Kunal Kapoor, Suhasini Mulay",2020-02-14,2019,TV-14,171 min,"Dramas, International Movies, Romantic Movies",netflix,Para adolescentes,"['Dramas', ' International Movies', ' Romantic Movies']"
s2918,TV Show,Taj Mahal 1989,Desconocido,"Neeraj Kabi, Geetanjali Kulkarni, Danish Husain, Sheeba Chaddha, Paras Priyadarshan, Anshul Chauhan, Anud Singh Dhaka, Shirin Sewani, Mihir Ahuja, Vasundhara Rajput",2020-02-14,2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",netflix,Para adultos,"['International TV Shows', ' Romantic TV Shows', ' TV Comedies']"
